name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,13077.3,13940.9,15372.7,15205.9,16074.9,17999.8,19945.7,17988.7,16707.2,22764.7
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,7256.0,7401.8,7721.6,6944.8,6721.3,7928.5,10119.0,8745.6,19509.6,29459.7
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,866.0,859.5,926.5,849.7,866.3,894.2,923.4,634.5,810.9,1018.6
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,4045.9,4835.4,6084.4,6238.5,6658.2,7373.6,9452.7,8592.1,7210.1,9837.0
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,14878.9,15935.4,16537.9,17016.8,11277.4,14402.4,14568.9,15195.2,11617.6,17258.6
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,1552.9,2436.4,4300.4,4785.9,5066.3,4920.1,5227.6,5028.3,4641.1,2805.3
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,255.0,471.7,709.2,963.3,681.8,1335.9,2247.2,1912.0,1770.6,2624.7
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,6595.9,7308.6,9427.6,8015.4,6076.1,8219.5,10197.0,9675.5,5896.0,6938.5
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,14305.6,17561.9,19007.7,17241.2,15951.6,14397.5,16835.9,14935.0,17539.1,19583.5
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,17816.8,20772.6,44331.3,49096.4,61866.6,54582.5,57360.5,59346.5,63833.8,72048.7
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,1132.9,1069.6,1134.7,1018.3,1100.9,1042.0,940.8,794.1,791.7,1062.7
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,6053.0,6752.8,8805.6,9829.6,11102.5,9304.0,10609.1,12244.4,15279.9,21592.9
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,35997.8,40322.4,44430.2,41474.7,52172.9,56197.1,24470.1,27725.3,27242.7,29047.1
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,27849.1,31393.9,33406.6,32957.6,34872.6,35255.7,44033.5,49638.0,42708.6,59921.7
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,34457.5,37134.4,41095.5,42804.6,43086.6,43906.6,42959.4,47693.2,54099.0,59116.5
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,15507.4,16293.8,16111.1,15329.8,18494.6,20417.3,22893.4,20070.9,21104.1,36076.1
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,11223.9,11303.5,11431.7,11388.9,10043.5,10989.9,12369.8,13969.1,11571.0,18408.9
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,977.7,1197.6,1178.9,1316.7,1359.3,1191.1,1572.5,1558.1,2011.4,3667.3
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,6779.7,9462.9,11665.9,12611.7,12580.7,15255.9,20321.0,20847.4,25983.5,29764.5
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,2746.7,3431.5,3577.2,3663.9,5432.6,8143.8,10384.1,11455.1,12902.1,18758.5
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,19618.1,18674.3,17784.3,17006.5,17163.4,17084.7,18821.4,17814.4,13089.5,11958.4
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.5,5954.0,8615.2,9212.4,14003.6
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,19604.2,21555.4,15145.8,15781.1,16844.3,15908.7,12421.9,12438.5,9541.2,13244.2
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,9520.0,9635.4,11233.2,11515.3,12525.9,12998.1,14697.5,14309.0,14399.6,18750.6
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,1039.3,1262.2,1576.4,2245.2,2642.7,3299.1,3192.4,3747.9,4386.3,7058.2
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,18022.8,19697.7,19699.6,20466.8,20473.8,20860.9,25463.7,24728.3,23429.5,32462.2
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,29293.9,31114.4,24093.2,26859.8,33404.6,32261.0,37946.9,36871.8,44969.9,41613.1
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,61.3,80329.7,88005.2,61017.5,50448.1,61007.4,76876.4,94167.0,88709.7,156008.3
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,42939.5,49876.3,53984.6,49408.6,49380.9,55172.2,57958.6,51565.8,48720.0,74346.8
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,3635.9,3651.8,5198.0,4991.5,4735.2,4878.8,5416.0,4938.3,5594.0,5800.5
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,61974.0,54968.4,52567.9,60184.5,52649.7,60721.7,86734.3,75291.3,69843.6,84561.2
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,7011.7,6867.3,7062.9,6164.3,6299.3,7479.4,11483.7,13438.6,12407.7,12030.0
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.0,0.1,10405.8,11034.8,11655.2,12567.3,15862.2,14915.1,15355.0,20691.9
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,2847.9,3265.8,4091.6,4464.8,5191.3,6060.9,6552.2,6101.4,7003.2,10187.8
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,3485.8,3883.6,3691.0,3381.4,3749.1,3877.6,3838.6,3969.0,4056.5,4524.3
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,6792.6,11246.1,12885.7,13112.3,17140.5,4970.6,3751.3,8033.9,6392.9,6292.0
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,44148.7,48585.7,54637.4,54355.9,63136.7,80025.3,97215.9,87020.8,101896.3,131709.8
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,12819.6,16934.6,24137.2,19123.1,19146.7,18351.0,20971.2,20974.6,18442.6,21154.7
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,1214.6,1077.2,1063.2,1061.8,806.3,797.9,1059.9,861.1,821.1,1156.0
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,596.0,643.5,754.0,876.3,980.4,1128.1,1376.8,1567.1,1666.1,1970.3
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,4087.7,4360.8,5087.1,5659.7,6592.9,8288.5,10921.5,9672.6,10153.0,15088.8
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,272909.0,308990.1,372736.1,369914.8,401969.7,438561.8,461310.0,404960.0,446770.0,662110.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,14161.5,14869.6,11668.1,11857.2,15558.9,16887.4,15641.7,15214.4,13726.8,15169.2
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,248096.4,269365.3,297172.8,299970.0,307440.0,307990.0,329610.0,331780.0,392220.0,430830.0
