name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Dhunseri Ventures Ltd.,DVL,Petrochemicals,17359.75,31-03-2023,7637.15,34.45,6.33,0.53,1.18,12.0,1.5,4.384166667,Investment Worthy,0.039954314,25770.0,42620.8,29851.4,0.0,53.2,8990.9,7032.7,313.3,329.7,536.3
Dixon Technologies (India) Ltd.,DIXON,Consumer Durables,17359.75,31-03-2023,170419.5,35.46,80.69,15.19,1.16,20.0,2.5,-4.7245,Highly risky,9.071895811,0.0,10917.1,11350.8,12732.8,16683.6,22158.4,25247.8,36707.3,56746.0,74844.1
Dollar Industries Ltd.,DOLLAR,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75,1.33,15.0,1.8,-1.516111111,Moderately risky,2.451702707,6040.4,6889.2,7242.4,8222.8,8828.8,9231.9,10260.7,10073.3,10994.4,14313.1
Donear Industries Ltd.,DONEAR,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45,1.37,15.0,1.8,0.194555556,Moderately risky,2.022138091,4010.2,4725.3,5131.4,5173.0,4991.5,5140.8,5943.3,5479.3,3576.1,5748.6
Ducon Infratechnologies Ltd.,DUCON,IT - Software,17359.75,31-03-2023,1442.67,0.15,37.18,0.96,1.49,30.0,5.0,0.093666667,Moderately risky,0.97416406,320.7,318.4,359.6,325.2,3980.5,4150.0,3942.6,3809.3,3419.5,1244.8
Dynacons Systems & Solutions Ltd.,DSSL,IT - Software,17359.75,31-03-2023,3973.57,26.3,11.9,3.83,1.13,30.0,5.0,3.337333333,Investment Worthy,4.296545503,585.3,773.2,1049.2,1241.8,1582.9,2107.0,3037.2,3279.5,4359.4,6539.8
Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,18760.68,42.92,64.36,3.66,1.29,17.5,2.5,0.860285714,Non risky,2.514758531,4674.4,4719.4,4876.2,4588.3,5314.3,4883.2,5921.5,5696.3,5137.4,5489.7
Edelweiss Financial Services Ltd.,EDELWEISS,Finance,17359.75,31-03-2023,49616.28,25.32,2.08,0.68,1.49,15.0,1.8,3.525555556,Investment Worthy,0.639476676,931.3,1279.0,1775.2,2349.5,2207.5,2478.9,1562.2,959.8,991.2,889.7
Eicher Motors Ltd.,EICHERMOT,Automobile,17359.75,31-03-2023,806456.13,95.88,30.76,6.26,1.15,14.0,1.7,5.558504202,Investment Worthy,4.055082734,11838.5,19215.3,33299.1,69986.3,79690.5,92736.4,98410.0,92446.0,89152.4,102832.5
Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,2054.7,35.28,10.1,0.59,1.15,17.5,2.5,4.564857143,Investment Worthy,1.439481915,1830.0,2065.6,2096.5,1499.4,1859.2,1427.3,1853.3,1085.2,1262.2,850.2
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,19823.3,22350.9,24466.2,20161.5,18320.8,20758.2,23537.5,24879.3,30855.8,50215.3
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,8732.8,8786.3,8167.7,9226.7,9507.1,10409.8,11791.1,10833.3,11020.9,15851.3
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,16695.5,17405.8,20739.9,21934.6,23449.9,23685.2,24926.7,23952.8,25874.1,28718.6
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,5153.7,5526.2,5263.2,5449.0,11880.7,13497.9,15383.8,15153.2,12162.7,19577.1
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,0.0,23.4,25.5,63.3,35.8,0.0,1.8,0.0,0.0,0.0
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,3137.36,41.35,7.11,1.39,0.83,16.5,2.2,5.242272727,Investment Worthy,2.116257542,0.0,351.0,447.9,497.8,531.3,644.7,765.1,600.5,668.9,842.1
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,1474.8,1680.3,1929.1,2176.7,2409.9,2789.9,3148.5,3331.4,3198.4,5103.7
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,27171.6,34351.3,38520.8,40468.7,42801.5,46179.7,54174.5,49385.6,48001.1,57301.5
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,4488.1,5575.9,5474.0,6024.9,6891.2,7330.4,8820.2,10048.4,10898.6,11950.9
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,5502.9,4778.5,6023.6,4949.7,5174.2,5520.9,6725.4,6956.8,6806.1,9078.4
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,9586.3,10146.5,9831.5,8406.0,7694.6,8244.9,10280.6,10387.0,9917.7,14056.5
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,4207.8,4568.1,5314.2,4769.8,4875.1,6075.4,8255.1,7030.5,7517.9,11795.1
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,68678.5,67618.4,76639.1,77336.2,85537.4,94598.0,105883.1,98587.8,104970.7,129190.6
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,1578.3,1944.4,2141.6,2641.6,2599.5,2764.4,2862.1,2702.1,3008.9,7454.1
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,13040.7,12575.8,16824.6,14777.5,13993.1,13487.1,13302.3,10771.9,10980.1,13341.2
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,6638.2,7921.4,9051.8,10894.0,11301.2,12709.6,14435.8,13760.2,12182.7,15694.9
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,13747.9,19568.1,17306.0,14188.0,17092.7,19744.5,28931.1,28013.1,22460.3,38337.6
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,449.8,589.2,713.5,749.9,821.2,920.1,1126.4,1288.5,1294.8,2500.8
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,24235.3,25099.5,25747.9,25747.3,26707.5,28842.3,30777.9,28773.0,27681.1,37681.4
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,24334.2,27866.5,28271.0,28431.2,29720.2,28159.6,30835.9,29761.2,34513.1,46348.8
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,9106.4,9541.7,9141.4,8748.8,9400.7,8612.7,7681.0,9399.1,13247.4,15920.1
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,3393.8,3570.0,5987.7,6100.8,6432.6,6589.1,6533.7,6980.9,6303.1,8564.8
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,2718.3,2511.9,2895.9,3239.2,3777.2,3756.6,3621.5,3226.5,2527.7,3380.1
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,13313.3,14182.0,15932.0,15882.5,16734.8,18761.4,20705.0,18703.4,16952.7,23324.8
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,7427.6,7519.5,8080.4,7427.2,6932.0,8455.7,10637.8,8650.5,21051.5,30541.8
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,1071.3,932.4,1026.5,1020.8,1066.5,1151.0,1202.4,788.6,1117.8,1348.6
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,4355.2,5003.5,6282.0,6546.8,6843.5,7550.6,10198.5,8884.9,7504.3,10215.1
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,4665.0,3119.5,23101.6,16620.9,9304.4,13510.8,13865.2,14334.1,11409.0,17546.3
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,1442.2,2444.0,4296.1,4800.2,5035.9,4521.2,5223.3,4312.7,2807.4,2550.2
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,0.0,466.9,717.6,960.4,643.4,1257.7,2221.2,1943.9,1715.4,2619.0
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,6701.8,7848.9,9241.4,8692.4,6527.4,8365.6,10554.6,10604.0,6086.0,6850.6
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,14588.4,16808.1,18855.6,17756.8,17882.4,16768.5,18616.5,16790.6,20094.2,22561.6
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,20478.7,24387.1,52860.3,62030.8,80955.1,55442.1,63048.7,67126.3,75679.3,81415.8
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,1133.5,1067.2,1142.4,1028.1,1113.9,1052.0,951.8,803.3,800.4,1077.0
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,6406.0,6620.3,8839.5,9930.7,11082.0,9322.1,10734.7,12545.1,16721.2,23438.3
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,36355.9,41927.3,44531.2,42646.8,54258.3,58329.5,25943.6,30454.5,29454.4,32362.4
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,28529.7,32400.9,34670.4,33724.5,36250.7,36871.6,44838.2,52666.8,44428.4,61899.9
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,37891.3,43003.7,47029.4,48913.9,50889.9,53547.4,59842.2,57810.5,65361.8,72401.3
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,14276.8,13946.9,14125.6,13085.0,15643.5,17967.1,18418.7,17708.2,18246.0,32769.5
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,9869.7,11119.4,10701.2,11229.6,9191.6,10314.4,11733.8,13679.1,12093.2,17890.9
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,976.6,1255.7,1191.6,1320.6,1392.1,1223.8,1702.4,1621.7,2161.3,3908.5
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,6995.7,10221.0,12498.4,13534.9,13741.7,16538.7,20984.3,23099.3,31448.6,32384.4
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,2578.6,3429.9,3347.6,3634.0,5525.5,7932.7,10486.0,11565.7,12312.5,18982.5
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,20984.4,19174.5,18595.1,18026.0,18211.9,18422.1,19905.1,18230.6,13248.1,11781.9
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.0,5873.2,8598.1,10030.2,15906.4
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,20337.3,22394.4,15966.9,17141.0,17770.3,9061.8,12838.1,12676.8,10153.9,13769.1
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,10220.1,10165.3,11946.5,12180.5,13388.8,14301.9,15668.4,15678.4,16537.3,20454.9
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,1059.4,1304.1,1601.3,2142.3,2605.8,3090.3,3509.5,3792.9,4881.7,7792.2
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,20033.7,20984.6,21680.2,21927.2,22679.4,24929.6,31198.2,26811.6,23655.3,37060.0
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,30259.7,31299.9,25675.6,27764.5,33818.8,33766.3,40214.4,38165.9,47053.0,46703.1
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,0.0,79505.6,91374.3,62454.8,52378.7,63393.5,79624.8,105271.8,100573.4,167883.8
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,44853.0,51574.6,49427.0,48489.0,50137.0,61863.7,61345.1,54569.7,43543.1,71057.2
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,4160.3,5179.4,8670.3,6599.5,6831.0,6489.0,7019.8,7353.7,7334.6,7435.4
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,65038.5,56986.3,55770.9,61559.3,54825.3,63270.1,85836.4,76279.7,75113.6,90121.4
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,11732.0,10506.9,10646.0,9919.2,10275.6,13317.5,18772.7,23631.2,20797.1,20203.7
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.0,0.0,11160.7,11693.5,12597.8,13784.4,17036.3,16416.7,16497.1,21873.3
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,2791.6,3223.0,4010.2,4541.4,5057.8,6154.4,6676.4,6159.5,7595.7,10877.7
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,3423.2,3745.8,3266.3,2848.6,3666.4,3833.1,3537.5,3873.0,4511.1,4715.2
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,6543.1,9801.0,10229.2,11029.6,13074.0,5445.4,5276.3,5676.9,6155.6,6219.4
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,47381.9,52890.1,58708.1,57756.3,65918.1,82671.9,101435.1,94958.7,105030.0,139803.9
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,12769.0,15952.0,23684.8,19162.5,20021.2,19622.3,22780.1,23180.2,21168.1,22971.8
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,1371.3,1147.5,1065.4,1008.3,841.0,781.5,1060.4,862.3,810.5,1144.1
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,666.1,706.6,922.7,1030.1,1255.8,1352.8,1721.9,1704.2,2099.0,2204.1
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,4088.0,4263.9,5112.2,5664.8,6635.5,8410.1,11176.2,9670.6,10264.9,15118.9
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,280912.3,304269.1,369000.3,367529.0,393934.5,434581.3,457620.0,402540.0,427140.0,676590.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,14766.4,16250.4,11382.0,10742.2,12287.1,16635.8,17678.7,8095.8,17725.3,18181.9
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,272604.6,295579.0,327214.4,334910.0,344870.0,352180.0,382240.0,387850.0,459960.0,511930.0
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,1239497.33,24.76,11.85,9.58,0.83,14.0,1.5,-2.587095238,Highly risky,1.977933717,136079.8,148930.4,160499.6,153820.0,187980.0,225190.0,211180.0,185610.0,226290.0,294400.0
