name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,12062.2,15154.8,12843.8,11410.6,11273.0,8457.6,8348.3,7059.7,8142.0,8561.3
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,23.8,16.7
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,271.9,150.3,0.0,3000.0,0.0,0.0,0.0,42.9,14.2,49.2
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,2613.4,3711.5,6543.5,7070.7,6389.6,6731.7,5957.3,4716.7,4053.7,3475.7
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,3137.36,41.35,7.11,1.39,0.83,16.5,2.2,5.242272727,Investment Worthy,2.116257542,0.0,0.5,1.5,0.2,18.2,6.9,0.1,0.0,0.0,6.3
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,84.5,61.5,70.7,52.4,151.6,381.2,355.2,359.0,560.2,500.9
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,2813.4,2841.9,1670.8,780.8,198.5,49.6,29.8,42.9,27.3,19.7
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,43.1,1988.7,6811.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,0.4,0.0,5.0,0.0,0.0,2736.9,0.0,48.5,33.0,345.0
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.3,6.8
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,1596.0,1241.5,1248.1,970.3,667.6,275.3,610.5,556.6,993.9,1582.8
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,105.0,258.7,181.6,101.0,91.5,9.0,0.6,25.3,21.8,17.8
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.9,2792.9,2732.3
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,114.3,96.3,73.2,0.0,0.0,0.0,0.0,65.4,50.9,110.2
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,0.0,155.6,72.2,372.2,233.3,0.0,0.0,0.8,89.3,83.1
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,761.8,579.6,514.7,908.6,1194.7,865.1,929.6,831.9,464.0,313.5
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,1838.0,2832.1,2191.3,3075.7,3363.5,5415.9,4767.7,6146.7,5378.6,3052.0
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,33.1,7.3,0.0,0.0,0.0,2.2,1.0,0.0,0.0,0.0
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,1451.5,1266.9,512.1,257.5,8.3,5.5,3.8,55.7,44.9,66.2
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,1397.1,2322.1,1836.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,1127.7,1217.7,1218.1,1159.5,676.6,78.6,34.9,1713.7,1953.2,2041.1
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,6974.3,12516.6,5973.4,6541.8,1831.1,2316.1,3466.0,12190.3,12121.2,10754.3
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,80.4,58.1,35.8,18.5,6.5,0.0,0.0,0.0,0.0,0.0
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,163.8,95.7,61.5,80.7,77.2,72.0,69.8,78.2,129.2,111.1
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,216.8,63.1,0.0,0.0,0.0,0.0,0.0,566.7,0.0,0.0
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,3.1
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,1068.2,1251.6,869.1,717.5,366.6,831.4,598.9,521.3,321.2,262.5
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,220.0,240.3,215.0,83.9,79.6,0.0,0.0,33.1,20.1,97.4
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,1600.6,1713.1,2091.8,2199.4,808.6,1035.4,750.3,464.7,129.2,11.0
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,60.1,60.2,122.0,107.0,192.9,272.7,210.3,143.6,394.3,264.4
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,301.8,258.8,168.5,12.5,10.5,162.7,250.7,235.9,75.6,8.9
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.1,0.7
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,0.0,0.0,0.0,0.0,25893.5,26860.3,28314.6,32021.8,31680.5,26135.2
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,57.5,0.0,5.6,3.3,2.2,1.1,11.2,7.9,39.7,43.8
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,328.5,204.3,499.7,1592.5,1750.4,1434.9,1692.8,1341.8,1123.6,1131.9
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,1661.3,970.8,312.5,265.0,0.0,0.0,0.0,3091.8,2817.9,2664.6
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,1046.4,1642.4,719.3,68.9,67.0,53.5,32.4,223.1,931.6,233.7
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,2602.2,0.0,0.0,0.0,0.0,0.0,0.0,49.4,314.4,204.2
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,4223.6,6632.6,10127.8,10168.0,9852.8,4054.9,6250.0,5687.7,19929.0,33305.2
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,0.0,641.6,267.4,0.0,0.0,0.0,0.0,286.6,1032.0,1040.8
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.5
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,1407.2,2159.6,2426.7,1842.1,1242.3,4331.3,4787.8,4209.1,3411.5,2419.8
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,93.8,71.0,14.7,63.0,200.3,147.8,125.2,333.2,466.6,1090.1
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,114.2,75.8,108.8
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.0,4536.6,4410.6,3763.9,1782.6
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,2353.5,2610.5,1266.2,1154.8,2574.2,4591.0,361.6,329.4,407.1,178.8
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,46.7,66.5
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,184.4,148.9,115.0,76.5,66.2,83.2,113.0,257.5,382.5,477.2
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,1954.4,1518.0,916.7,2224.7,2843.5,2298.2,1845.9,1377.9,4339.9,5496.4
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,0.0,0.0,249.1,217.2,144.8,72.4,7.8,115.9,101.8,86.0
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,15000.0,15924.3,14907.9,17065.8,22914.1,22129.9,20891.5,18793.8,8403.1,5163.0
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,18186.6,16718.7,15268.5,10333.2,5334.1,0.0,0.0,6.7,10.5,9.7
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,3038.8,2819.4,0.0,0.0,0.0,0.0,0.0,395.6,244.7,347.1
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,2393.1,2243.7,1919.5,1061.3,518.7,2000.0,1466.7,933.3,0.0,17.0
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,13388.7,10365.1,8878.8,7904.6,5011.7,17594.9,12855.6,5534.0,3283.1,61.7
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.7,56.6,205.6
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,105.6,438.9,325.3,864.6,646.9,599.7,305.7,117.5,13.3,518.1
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,522.9,688.2,593.0,442.0,356.9,340.7,665.2,609.5,475.9,486.5
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,4773.1,8014.6,6745.5,9706.1,5861.8,4832.0,8001.8,439.9,0.0,0.0
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,1087.8,1430.8,417.3,0.0,0.0,810.0,405.0,897.4,4951.6,4513.9
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,9858.2,12926.2,9248.9,6708.6,5751.9,4692.3,3918.2,2877.3,1819.4,1622.8
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,78.3,62.0,154.3,128.7,186.6,146.0,113.6,74.4,26.7,732.4
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,116.1,168.0,220.4,321.1,319.8,398.4,431.8,601.6,700.4,824.7
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,204430.5,221085.8,229738.5,239042.9,183919.5,171989.4,156340.0,159010.0,154100.0,119450.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,0.0,0.0,0.0,2071.5,2049.8,1020.8,5706.6,6361.8,7698.8,1935.8
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.0,6790.0,6860.0
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,1239497.33,24.76,11.85,9.58,0.83,14.0,1.5,-2.587095238,Highly risky,1.977933717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,43200.0,21170.0
Honeywell Automation India Ltd.,HONAUT,Consumer Durables,17359.75,31-03-2023,321700.58,442.67,82.19,10.09,0.92,20.0,2.5,38.2015,Investment Worthy,4.025546206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.9,547.7,363.4
Ice Make Refrigeration Ltd.,ICEMAKE,Engineering,17359.75,31-03-2023,4137.45,13.4,19.57,4.88,0.95,16.5,2.2,-0.014242424,Moderately risky,5.813719532,29.9,44.0,57.1,54.9,56.2,1.0,0.6,30.5,22.5,26.9
Ind-Swift Laboratories Ltd.,INDSWFTLAB,Pharmaceuticals,17359.75,31-03-2023,3261.59,11.74,4.7,0.68,0.66,25.0,3.5,3.131714286,Non risky,1.098361075,8181.8,9643.9,8161.4,7463.2,5920.1,5204.9,9655.8,8913.5,8758.9,8395.7
Indbank Merchant Banking Services Ltd.,INDBANK,Stock/ Commodity Brokers,17359.75,31-03-2023,936.38,0.1,208.08,1.26,1.64,17.0,2.2,-11.44272727,Highly risky,0.776882713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
