name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,21140.6,22998.7,22987.1,21201.0,20129.0,21741.2,24617.1,25299.1,31569.6,51138.2
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,8865.8,8836.8,8285.3,9343.3,9630.3,10546.2,11933.8,11305.9,11242.4,16282.7
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,17203.3,18288.6,22597.0,22929.1,24443.4,24691.3,25259.0,24840.1,26863.3,32201.4
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,5281.3,5716.0,5459.0,5577.7,12129.4,13560.1,15506.2,15262.8,13122.2,19597.6
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,808.5,701.3,1079.3,956.5,967.0,1330.6,1315.9,1226.4,1487.1,1837.6
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,3137.36,41.35,7.11,1.39,0.83,16.5,2.2,5.242272727,Investment Worthy,2.116257542,0.0,358.0,481.4,579.7,565.9,715.2,826.5,617.3,804.5,1016.0
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,1475.3,1680.9,1935.0,2189.8,2419.2,2822.9,3173.9,3367.2,3230.5,5152.8
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,27397.1,34569.6,38724.3,40775.6,42938.6,46434.3,54336.8,49747.5,48136.8,57545.5
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,475.2,1316.9,2965.4,4793.5,12518.4,17990.4,23949.5,29281.0,37120.9,39975.3
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,4502.2,5590.9,5572.0,6328.6,7391.7,7888.4,9290.4,10357.3,11188.4,12447.2
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,5590.5,4860.9,6149.4,5029.7,5307.5,5643.3,6988.4,7199.4,7002.7,9125.2
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,9644.3,10195.7,9860.9,8454.1,7758.0,8301.6,10337.8,10475.9,9997.5,14145.8
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,4253.6,4628.8,5431.1,4796.7,5145.8,6280.6,8293.7,7111.1,7593.9,11930.1
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,69508.4,67957.9,76866.1,77882.8,86660.6,95276.3,107382.1,99206.0,105596.8,177020.2
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,1600.7,2030.8,2158.6,2692.5,2609.3,2845.0,2883.2,2761.7,3058.3,7501.6
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,68735.1,77240.3,84495.9,85566.8,97592.0,109332.8,127700.6,151481.0,157166.1,158327.7
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,13137.1,12683.3,17045.3,15012.8,14134.6,13622.1,13474.7,10911.5,11136.5,13453.0
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,6677.7,7931.3,9064.6,10928.8,11409.0,12836.4,14450.1,13793.1,12250.9,15748.8
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,13822.6,19705.4,17405.5,14365.0,17228.0,19856.2,29073.6,28140.1,22641.9,38606.3
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,475.6,627.6,761.6,794.8,921.6,994.2,1143.7,1323.6,1450.1,2562.2
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,24477.0,25688.7,26558.1,26479.4,27832.9,30171.1,32225.0,30507.8,28451.0,39199.5
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,24722.9,28303.3,28473.4,29072.6,30128.9,28676.3,31328.9,30180.8,35369.5,51065.4
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,10554.7,9877.2,9373.7,9005.4,9571.7,8756.8,8314.6,9707.1,13577.3,16249.7
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,5435.3,5985.5,8333.8,7962.9,8143.1,8063.4,11809.9,16401.9,8882.6,9966.9
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,2757.7,2555.9,2951.2,3288.3,3828.3,3812.2,3674.0,3303.4,2573.6,3440.8
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,13372.1,14267.0,15984.9,15945.4,16820.4,18868.3,20857.1,18798.2,17249.7,23581.6
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,7474.4,7533.0,8098.0,7462.6,6944.5,8503.3,10691.9,8661.9,21145.1,30709.8
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,1099.4,1014.4,1070.9,1063.7,1171.5,1236.5,1297.5,847.1,1180.9,1403.3
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,4368.4,5032.1,6312.2,6570.2,6896.6,7607.5,10266.6,8973.5,7626.0,10344.3
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,5437.4,4022.8,23943.2,18631.7,11472.5,15344.3,15576.9,16588.0,13265.5,19157.8
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,1794.4,2638.5,4545.7,4980.1,5240.3,5258.3,5464.0,4457.4,2865.0,2609.0
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,256.8,470.1,721.8,970.8,671.4,1282.7,2281.2,2031.1,1762.2,2720.3
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,7118.4,7970.3,9490.5,8973.4,6768.2,8587.8,10733.8,10795.1,6353.4,7125.3
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,14960.8,18035.8,20885.3,19016.4,18278.4,16896.6,19138.0,16986.5,20458.0,22662.2
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,21723.9,25058.5,53709.9,63203.7,82437.5,66123.1,78299.8,73379.7,80380.6,91865.4
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,1134.0,1071.4,1143.3,1028.4,1116.7,1053.8,952.9,803.8,800.7,1077.1
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,6454.9,6649.1,8883.0,9979.0,11161.2,9377.3,10884.0,12593.4,16786.8,23529.1
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,36753.2,42206.8,44859.0,42987.4,54722.2,59089.3,26734.8,31510.1,30627.4,33444.0
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,28688.7,32586.2,35171.7,34249.5,36967.9,37207.7,45513.9,53028.5,45367.6,62900.7
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,38397.8,43403.7,47690.5,49548.9,51525.9,54367.7,60786.7,58723.1,65930.4,73937.8
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,16749.7,17012.4,17940.1,15615.3,16581.7,22965.3,21956.2,20448.5,19256.3,34891.5
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,9902.8,11272.2,11598.5,11966.5,9584.5,10785.4,11956.0,14230.9,12213.9,18278.5
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,1063.1,1316.6,1289.3,1445.0,1457.5,1285.0,1806.5,1728.8,2335.7,4201.1
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,7007.5,10249.2,12512.5,13601.5,13887.0,16776.4,21269.3,24975.1,31585.8,32565.6
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,2789.0,3563.9,3537.7,3739.2,5598.1,7980.5,10717.4,11751.5,12435.8,19055.4
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,21129.5,19780.2,18810.2,18853.2,18910.8,19340.8,20364.3,19025.1,13475.0,12311.5
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.0,6001.3,8668.6,10225.5,16326.6
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,20606.5,22564.2,16281.2,17244.8,17813.9,17083.3,12913.6,12738.7,10261.0,13902.2
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,10374.8,10319.8,12153.1,12406.6,13698.0,14571.8,16045.1,16141.4,17135.7,21010.1
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,1061.8,1308.9,1605.0,2147.3,2618.4,3132.2,3549.5,3865.7,4971.5,7822.6
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,20413.4,21503.3,22228.6,22646.2,23611.6,26225.8,32221.5,28143.6,25014.4,38051.3
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,30377.6,31400.8,25786.2,27869.8,34054.2,33987.7,40382.6,38263.8,47341.3,47243.5
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,22.7,80606.4,92445.8,62903.9,52641.9,63914.7,81036.2,106101.8,101376.4,168792.3
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,45267.4,52091.7,49877.4,50982.2,54619.0,63096.3,64877.9,56162.6,56297.4,91572.6
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,4375.5,5569.5,9070.8,6903.3,7234.3,6863.4,7472.3,7862.3,7778.0,7732.9
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,66412.7,58225.3,56781.1,63922.1,56250.4,65052.5,86794.3,77300.1,77036.0,91781.3
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,12392.9,11058.8,11166.5,10621.6,11568.2,14163.7,19430.1,24525.9,21650.1,22127.5
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.0,0.0,11282.9,11872.8,12804.6,14047.8,17358.4,16790.4,17078.5,22358.1
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,3069.2,3518.0,4340.1,4788.1,5315.7,6263.0,6758.7,6222.3,7690.9,11038.8
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,3499.3,3890.0,3344.9,2923.3,3766.8,3920.3,3599.0,3934.2,4539.4,4786.5
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,6824.6,9993.6,11133.5,11229.0,15594.3,5747.2,5857.3,8200.3,7504.4,6763.6
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,47469.4,53330.7,59233.9,60529.8,67391.9,83891.7,102636.6,96078.5,106982.0,141462.3
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,12871.0,16247.5,24455.3,19383.6,20255.4,19818.9,23126.0,23705.8,21631.3,23460.3
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,1485.3,1253.3,1172.8,1134.5,961.2,883.7,1161.8,1010.7,930.0,1303.9
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,668.2,714.1,953.5,1038.8,1263.0,1371.3,1742.9,1723.6,2105.3,2240.3
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,4093.4,4270.2,5122.3,5674.5,6660.9,8428.0,11189.6,9683.2,10272.9,15128.3
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,291389.4,316316.3,382485.7,377377.7,406465.6,449281.4,469540.0,411160.0,438490.0,683740.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,17270.6,17278.9,12200.3,11362.5,13465.3,17611.0,18530.5,9009.5,18217.7,19500.1
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,285700.1,306484.7,340398.8,342290.0,353760.0,359850.0,390090.0,397950.0,467850.0,518820.0
