name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,2054.7,35.28,10.1,0.59,1.15,17.5,2.5,4.564857143,Investment Worthy,1.439481915,1953.5,2250.3,2438.6,3542.5,3467.0,3516.0,3698.1,3703.1,3921.4,3916.5
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,50104.3,54291.8,54907.4,58604.7,58276.5,56549.9,50605.8,50301.6,68044.1,82796.9
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,6509.3,7956.1,8299.9,7556.7,7820.1,9325.5,9805.9,10177.9,11845.8,12749.3
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,12995.3,14727.9,15680.3,25316.6,24723.3,26134.2,26054.6,25002.9,23825.0,29231.8
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,7984.5,9976.8,14097.5,17085.5,19233.6,20875.9,22339.5,20518.4,18323.5,17897.9
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,2339.4,2514.3,2112.2,2053.8,2560.2,3024.2,2813.2,3489.4,5319.1,7052.5
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,3137.36,41.35,7.11,1.39,0.83,16.5,2.2,5.242272727,Investment Worthy,2.116257542,0.0,581.4,669.0,807.3,972.6,1178.7,1280.9,1366.3,1590.4,2034.5
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,1272.3,1410.2,1565.3,1651.1,2000.9,2484.1,2726.3,2985.5,3285.3,3546.6
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,19100.4,20054.5,19863.2,20723.5,23251.6,27416.4,29760.6,29957.0,34509.0,37541.0
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,3655.6,9147.1,20245.1,24140.9,92582.3,133133.9,157647.5,193172.6,247130.5,269546.4
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,1650.5,2493.4,3330.4,3980.1,6644.3,13965.5,15294.5,15621.7,18643.9,22727.0
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,3383.3,3592.9,3800.0,3970.6,4427.1,4976.5,3902.8,4683.6,3976.4,4470.1
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,6766.7,7162.1,7321.5,7073.8,7143.8,7385.2,6970.3,7008.3,8704.0,11069.0
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,3375.0,3545.6,3898.4,4229.7,5726.7,6256.5,7877.7,8314.9,9630.3,12437.9
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,45642.0,49750.2,54284.9,61770.7,68262.6,74663.0,82395.0,83235.2,97096.1,134960.7
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,1201.1,1312.6,1439.2,1570.4,1462.0,1541.9,1589.8,1838.5,2285.5,5451.5
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,713020.7,749704.7,831398.7,948379.2,1152089.1,1385331.5,1596531.8,1809321.8,2016967.3,2213065.4
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,8995.4,9552.4,10744.8,10909.9,10378.2,10476.5,11137.1,10563.9,11995.2,12235.2
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,4336.4,4558.6,5029.5,6630.5,8796.3,9439.1,9691.1,9511.7,9449.5,10763.2
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,7622.6,8032.7,7438.2,9154.7,10860.3,15257.5,15085.8,17194.8,18789.6,20312.8
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,693.3,765.5,852.8,974.9,1163.0,1402.9,1599.1,1722.3,2134.5,2710.6
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,14109.9,15723.7,16421.6,19213.8,21961.4,24944.6,27879.2,30364.5,32793.8,36581.4
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,20038.5,19406.8,18651.2,23759.0,29914.8,35141.3,33047.9,28386.8,42310.5,52865.5
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,16206.5,17691.6,19629.6,20564.9,23027.9,22490.9,23797.6,23714.2,26313.6,27539.3
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,44924.0,51582.6,51554.2,51246.7,52142.0,51205.8,102852.6,110808.9,110847.1,109134.5
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,1424.4,1481.6,1532.3,1641.2,1866.6,2248.5,2428.3,2521.5,2670.9,2980.7
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,5720.3,6594.4,7099.7,7413.5,8282.6,9992.0,9977.8,11502.9,13193.5,15073.0
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,4132.1,4355.1,4246.0,4448.3,4973.2,5892.1,5951.2,6938.8,24410.3,26890.2
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,1649.7,1731.0,1747.8,1811.7,2079.0,1984.3,2218.4,1626.0,1931.2,1671.2
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,3227.4,4124.1,4436.2,4146.8,4515.2,5807.7,6233.3,6711.0,7537.7,8633.7
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,61207.7,66304.8,75525.0,45459.2,46786.4,43752.6,42395.3,55995.9,69643.7,78740.9
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,11152.3,9473.5,10049.8,10515.6,10949.3,10403.1,10433.9,10731.9,7907.2,7400.7
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,281.5,340.4,446.9,474.2,693.8,1185.6,1265.1,1084.5,1411.8,2004.6
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,9323.5,8829.1,10573.4,10799.1,11049.6,13480.7,14272.9,14649.8,14182.5,15245.4
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,10502.8,10671.3,12186.9,14321.0,10061.2,12165.1,12198.5,13614.1,14057.6,16156.8
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,39153.6,46142.0,86191.5,116373.0,163646.2,158845.0,177471.1,194964.1,244140.3,270667.4
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,409.5,363.5,318.1,349.9,464.0,453.3,485.5,477.9,481.4,635.8
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,6774.3,6427.5,6987.9,8025.8,8762.1,8681.5,8513.5,8954.4,10647.0,12954.9
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,18228.4,19437.1,20712.1,20731.6,21165.4,23516.8,26808.5,31345.3,35622.1,38864.8
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,12892.9,15174.1,16642.5,24041.8,24104.0,25924.9,29178.1,32800.8,32835.2,38721.9
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,46943.2,52490.0,58616.7,62279.5,75204.3,81981.5,88417.0,92820.0,103506.4,118470.5
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,31941.6,37032.9,43911.6,48279.8,50327.6,51196.8,55165.5,52492.3,69574.2,88736.0
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,6291.6,6233.8,6596.1,7360.0,8057.4,8056.0,8407.1,9559.8,10299.1,12329.7
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,2511.3,2449.7,2625.1,2491.1,2549.3,2683.2,2628.3,2585.4,3222.0,2948.9
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,6177.1,8576.3,11089.1,15715.7,18618.8,26546.5,28530.6,31900.4,37436.3,44300.2
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,1638.5,1797.7,1987.8,2002.8,3032.2,4183.9,4930.5,4951.3,5961.5,7707.4
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,14295.6,15201.1,11668.8,12129.1,12907.2,13820.4,14734.2,13628.3,14240.1,14857.2
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.5,14882.1,16475.1,16229.1,16515.8
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,15354.7,17348.9,11569.8,12420.7,15703.1,22574.6,9744.9,8036.1,7448.0,8562.1
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,7668.8,8223.2,9228.9,10770.5,12083.3,13423.3,14446.5,15879.2,18629.7,29610.3
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,902.7,1118.3,1281.6,1533.5,1836.8,2475.5,2873.9,4995.6,4284.1,5330.6
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,29368.3,28615.5,30208.2,40317.0,46301.8,51583.9,56592.6,59926.5,72590.8,80841.2
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,12038.0,13113.7,12850.4,14356.8,17318.8,19218.9,17513.0,17627.8,21840.2,27738.8
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,18501.7,67002.3,69393.9,60948.3,68947.2,71574.3,76621.2,84567.4,91061.8,97034.3
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,85382.1,108645.0,100940.5,106448.6,84826.7,76429.3,79968.6,87233.5,86332.7,109604.5
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,19321.4,21879.0,20867.2,24706.5,27669.2,27446.8,28336.1,27829.5,29227.3,31306.6
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,71000.1,67214.2,66311.2,86621.2,94936.0,107283.5,109167.3,106690.9,114758.7,140472.5
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,52551.3,54080.9,55470.8,58585.9,58493.6,89636.8,89767.0,91371.2,94079.0,93736.7
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.5,338.7,6038.9,7376.3,7438.7,11087.5,12443.7,15378.5,15069.3,18506.7
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,2292.5,3187.6,3484.5,4355.6,5016.6,5268.8,4955.4,4714.7,5084.9,8052.7
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,6721.5,6845.8,6565.9,6456.1,5088.9,5287.1,5217.0,5523.9,5564.7,5706.1
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,20350.8,26292.7,28703.5,36822.8,21975.8,23031.0,57202.7,56880.4,48164.3,48162.7
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,28754.6,34329.2,36972.3,41476.1,49983.5,66174.6,72074.6,71522.1,92284.1,110100.8
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,24770.2,29212.7,29666.8,28241.9,26354.4,27630.7,28937.5,29373.3,28929.9,28433.2
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,2688.5,2120.4,2181.1,2469.9,3667.2,4124.4,4669.6,3665.5,5355.9,6846.4
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,1147.7,1289.3,1404.8,1588.5,1836.9,2126.7,2402.4,2772.1,2845.9,4254.2
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,1942.4,2282.0,2152.4,2794.3,3174.9,3561.5,3958.3,4629.5,4535.4,5814.5
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,668004.4,741387.4,778511.2,841265.0,910587.5,874325.2,861800.0,849790.0,926640.0,1031220.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,26167.1,29785.3,29768.8,28526.4,26391.9,29778.1,35430.5,34166.4,31430.2,33900.6
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,117762.0,132689.4,139419.2,142850.0,152240.0,176100.0,183650.0,199310.0,688950.0,704950.0
