name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Donear Industries Ltd.,DONEAR,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45,1.37,15.0,1.8,0.194555556,Moderately risky,2.022138091,2667.1,2956.6,3154.0,2873.7,3066.0,3831.0,4194.1,3893.0,3643.9,5268.3
Ducon Infratechnologies Ltd.,DUCON,IT - Software,17359.75,31-03-2023,1442.67,0.15,37.18,0.96,1.49,30.0,5.0,0.093666667,Moderately risky,0.97416406,142.1,186.3,196.2,178.1,2251.4,2412.1,2569.5,2616.6,2607.8,2671.6
Dynacons Systems & Solutions Ltd.,DSSL,IT - Software,17359.75,31-03-2023,3973.57,26.3,11.9,3.83,1.13,30.0,5.0,3.337333333,Investment Worthy,4.296545503,195.8,244.3,292.3,432.8,499.0,665.2,954.7,1182.4,1733.6,2904.6
Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,18760.68,42.92,64.36,3.66,1.29,17.5,2.5,0.860285714,Non risky,2.514758531,2012.2,2302.8,2793.7,2894.4,3260.3,4173.3,4067.0,3823.7,3987.1,4010.9
Edelweiss Financial Services Ltd.,EDELWEISS,Finance,17359.75,31-03-2023,49616.28,25.32,2.08,0.68,1.49,15.0,1.8,3.525555556,Investment Worthy,0.639476676,6832.6,6234.5,47553.2,7985.5,8300.0,0.0,0.0,0.0,0.0,0.0
Eicher Motors Ltd.,EICHERMOT,Automobile,17359.75,31-03-2023,806456.13,95.88,30.76,6.26,1.15,14.0,1.7,5.558504202,Investment Worthy,4.055082734,7486.5,10501.9,12290.8,10498.7,13617.2,25257.8,43862.8,63383.3,87650.4,55190.1
Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,2054.7,35.28,10.1,0.59,1.15,17.5,2.5,4.564857143,Investment Worthy,1.439481915,1615.2,1836.9,1908.8,1550.3,1649.9,1730.2,1184.4,1096.1,2030.9,2255.0
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,17815.6,17687.1,17961.6,16345.8,17346.1,15955.6,15779.9,15805.9,26462.9,40980.4
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,3724.2,4446.3,4427.7,3562.5,3850.9,4949.9,5127.9,5242.8,7195.1,8026.4
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,8383.3,10326.1,10581.1,3850.0,3248.8,5419.5,6550.5,8060.6,9394.3,8623.3
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,2417.0,3127.8,2922.2,4083.6,4945.1,5918.7,6482.1,5830.9,4986.5,5275.5
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,1424.1,1629.3,1248.3,1229.9,1769.2,2207.1,0.0,0.0,0.0,0.0
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,Engineering,17359.75,31-03-2023,3137.36,41.35,7.11,1.39,0.83,16.5,2.2,5.242272727,Investment Worthy,2.116257542,0.0,175.5,222.2,274.5,295.5,298.3,441.7,368.0,408.7,401.8
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,760.8,849.5,972.7,968.5,1086.3,1284.9,1373.8,1504.5,1693.6,1904.3
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,5616.4,5827.7,6184.3,6958.6,8974.8,11557.6,11024.2,9607.2,15465.5,16665.3
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,1687.8,3663.7,8907.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,1385.4,1548.5,1537.7,2370.2,2131.5,3162.0,5503.6,4521.9,4326.9,5877.0
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,2208.6,2378.9,2680.4,2712.1,3181.6,3931.3,2871.1,3639.3,2956.8,3420.1
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,2645.0,2806.3,2935.8,2750.0,2576.3,2967.6,2691.0,2892.6,3535.6,4794.8
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,1882.7,1733.7,1917.9,2107.5,1990.1,2020.5,3208.8,2692.6,3244.5,4772.4
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,19840.5,22500.0,23301.1,28509.3,31583.8,32616.7,34775.8,33598.5,44141.8,47474.2
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,824.8,958.5,1125.6,1242.7,1090.8,1220.5,1249.1,1430.6,1860.0,3942.2
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,3192.6,3509.7,4287.3,4723.6,4195.0,4311.2,4829.3,4428.7,5957.2,6237.2
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,1305.6,1360.1,1543.5,2105.6,3542.4,3493.7,3358.9,3042.1,3386.3,5416.9
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,3365.6,3701.6,3070.8,3553.4,3975.7,4795.3,4017.2,4088.0,5324.9,7199.9
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,463.8,516.0,264.2,291.8,310.8,476.1,702.5,768.1,1093.4,1683.8
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,7060.7,8038.9,9169.3,11856.3,12587.2,15151.3,17019.5,20849.2,23607.8,28401.6
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,9230.7,8189.4,7975.6,7671.8,7294.1,8250.0,10513.9,12242.9,19888.5,30459.6
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,1612.3,2846.0,4713.8,5204.2,7170.9,6691.7,7152.7,5054.7,7032.4,8065.6
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,11791.2,21805.5,17734.4,6128.7,3787.9,4892.8,4711.4,4169.0,4471.5,4744.5
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,978.6,1065.1,1178.1,1254.2,1511.0,1948.0,2086.4,2096.1,2228.6,2579.4
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,2698.5,2865.2,3279.0,3754.4,4102.7,5627.3,5762.6,5148.2,7820.6,9128.7
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,1681.7,1788.3,1646.9,1777.7,1592.7,2411.1,1636.7,1652.1,7425.7,8601.7
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,632.2,652.9,500.7,571.2,643.1,653.9,969.9,747.1,1176.8,804.0
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,1094.9,1289.7,1712.1,1530.3,1695.1,2352.7,2915.2,3481.3,3752.6,4322.1
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,55238.0,59845.6,69000.4,28352.6,32955.8,25257.0,35834.3,48233.6,54920.0,58386.4
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,2385.1,1711.0,1862.9,2293.0,1672.9,1319.9,1394.0,2103.8,1821.7,1404.9
Geekay Wires Ltd.,GEEKAYWIRE,Cables,17359.75,31-03-2023,1683.82,26.22,6.14,2.44,0.22,14.5,1.8,3.622996169,Investment Worthy,2.449784496,165.6,215.1,318.2,321.1,415.7,836.9,861.8,663.0,946.8,1529.7
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,5444.1,5769.1,7009.6,7256.1,7386.1,9859.4,10442.2,10988.4,10931.0,11409.6
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,7417.7,7008.0,8389.7,9753.6,5012.4,6346.9,6040.4,7795.2,7745.2,9562.2
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,11149.4,17118.5,38657.7,52883.0,70969.6,60990.6,53944.6,46920.9,66284.7,61679.4
Globe International Carriers Ltd.,GLOBE,Textiles,17080.7,29-03-2023,813.99,0.74,55.0,3.03,-0.12,15.0,1.8,-2.156,Highly risky,2.981317701,270.6,288.3,292.5,331.4,441.5,369.7,368.7,380.7,357.6,538.6
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,1761.1,1158.6,1094.7,1189.1,1196.8,1241.5,1540.5,1755.3,3404.7,4406.5
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,8712.3,8619.4,9657.8,9262.5,9264.6,8833.3,9923.0,9675.9,14396.9,15663.2
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,6356.8,7775.3,8439.5,11396.0,11119.7,11998.6,14082.3,16119.6,16037.3,20314.4
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,12067.7,10520.8,13655.2,12169.8,17664.3,22664.6,19960.1,22116.5,20669.5,26453.8
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,9441.5,5307.4,5261.6,6667.1,5179.4,6189.0,10634.8,8644.4,21806.2,20342.9
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,3889.6,4094.2,4721.5,5625.8,5191.5,5006.3,5373.3,5736.1,5797.8,8300.6
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,2035.3,2000.0,2096.4,1967.8,1973.2,2236.9,2008.2,1929.9,2481.9,2266.0
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,2231.3,3298.4,4730.6,8200.9,8357.1,11816.2,12246.7,13874.9,19095.2,23617.0
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,1066.3,1043.6,1284.6,1252.1,1933.6,2916.7,3438.8,3444.5,4394.8,5791.1
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,7606.8,7838.1,7803.1,6006.0,6510.7,7277.5,7679.8,7322.3,7642.8,5427.4
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.5,2923.6,3223.4,3585.7,4867.7
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,7897.8,8534.5,5713.5,5752.9,5958.8,6276.9,4755.0,5023.1,4537.6,3873.7
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,3386.6,3962.2,4996.1,5583.6,6615.3,7676.4,8471.9,9754.5,12360.3,17984.0
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,502.2,693.0,914.9,1196.4,1464.1,2049.3,2371.2,3631.6,2942.4,3288.4
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,8945.4,8151.6,8366.1,9169.3,10315.4,12964.3,16348.8,14024.6,11224.2,11282.0
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,6350.7,6877.5,6001.2,6809.5,8743.5,10254.5,8450.9,8995.4,12654.7,16394.5
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,15024.9,17513.0,16759.9,4711.1,9935.8,11668.2,15038.6,19111.2,18128.4,14012.5
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,36816.7,46749.4,46178.9,44439.6,24612.8,21164.6,24930.8,36601.2,34683.6,49350.1
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,1191.6,2828.4,3238.5,3497.8,4772.0,4904.8,7042.5,7862.8,8586.1,10035.2
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,40030.9,33132.9,31531.6,41113.3,38596.6,42076.3,46383.3,45059.5,34801.9,45486.4
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,12202.6,8687.7,7482.5,8928.7,10799.8,6334.2,5263.2,5268.0,5519.9,4252.8
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.5,0.5,4939.7,6145.3,5777.7,8258.9,9321.8,12108.0,11839.1,14940.2
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,1202.8,1643.1,1899.2,1795.8,1863.9,2039.6,1979.4,1865.3,2453.3,4236.7
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,2264.4,2418.5,2194.9,2132.8,2155.9,2317.8,2228.5,2458.0,2412.2,2436.3
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,3346.5,4122.8,5535.9,8301.2,5005.5,1834.6,33208.4,33781.0,7270.5,4070.6
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,10983.7,15165.5,14138.1,23860.7,32027.9,36494.2,38465.6,34984.4,56333.6,70051.0
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,4730.3,5771.2,7370.6,5640.6,4691.4,6639.8,8905.9,10272.9,9993.6,11873.7
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,1670.9,1337.5,1310.4,1543.7,1123.6,1076.0,1244.1,1196.7,982.1,1423.8
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,482.3,533.1,527.7,671.8,748.2,891.3,994.0,1232.1,1398.9,1669.8
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,1607.2,1901.1,1623.5,2126.5,2325.3,2364.9,2526.2,2937.6,2595.5,3526.6
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,201737.4,219803.0,229640.4,244269.1,285050.7,220650.6,236550.0,245130.0,283680.0,390220.0
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,15519.6,18816.7,17610.8,17391.9,13917.5,12781.2,15124.6,12919.7,10622.9,12870.0
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,76233.0,88886.0,93007.5,95750.0,93960.0,111730.0,114020.0,119420.0,137470.0,147440.0
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,1239497.33,24.76,11.85,9.58,0.83,14.0,1.5,-2.587095238,Highly risky,1.977933717,237596.4,280463.1,332045.9,369140.0,346500.0,241440.0,215730.0,248140.0,245690.0,239840.0
