name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,17359.75,31-03-2023,251317.82,34.16,53.93,9.57,1.24,20.0,3.5,-0.254785714,Moderately risky,6.80910612,0.19,0.61,0.52,0.49,2.2,16.77,3.66,14.37,42.46,69.56
Delta Corp Ltd.,DELTACORP,Entertainment,17359.75,31-03-2023,48354.52,8.28,21.83,2.23,1.64,25.0,4.0,0.7573,Non risky,1.678683978,29.3,111.74,34.31,32.2,31.84,153.86,33.55,26.19,17.01,54.9
Den Networks Ltd.,DEN,Entertainment,17359.75,31-03-2023,12789.6,2.76,9.73,0.37,1.16,25.0,4.0,1.6343,Non risky,0.726222116,6.38,3.15,6.19,0.87,1.94,8.1,43.26,0.06,1.06,3.86
Dev Information Technology Ltd.,DEVIT,IT - Software,17359.75,31-03-2023,2072.5,3.9,24.04,4.92,1.06,30.0,5.0,0.544666667,Moderately risky,4.36026935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhampur Sugar Mills Ltd.,DHAMPURSUG,Sugar,17359.75,31-03-2023,14840.95,21.69,10.31,1.43,1.35,12.0,1.2,1.768166667,Non risky,1.996572142,0.53,0.21,0.78,4.13,38.3,24.98,24.76,7.62,0.67,8.88
Dhanlaxmi Bank Ltd.,DHANBANK,Banks,17359.75,31-03-2023,3656.02,1.25,11.57,0.45,1.43,12.5,1.5,0.4694,Moderately risky,0.013457291,35.48,0.82,4.39,0.81,0.68,1.31,0.23,0.18,0.69,1.21
Dhanuka Agritech Ltd.,DHANUKA,Agro Chemicals,17359.75,31-03-2023,27866.59,45.5,13.44,2.63,0.97,18.0,2.0,4.518333333,Investment Worthy,3.035494801,2.44,2.16,2.9,0.07,3.26,3.02,0.3,6.09,0.63,5.61
Dhunseri Investments Ltd.,DHUNINV,Finance,17359.75,31-03-2023,3654.65,11.79,50.83,1.04,1.11,15.0,1.8,-0.897444444,Moderately risky,0.833668007,0.02,0.03,0.16,0.06,0.08,0.85,0.03,0.08,0.01,0.29
Dhunseri Ventures Ltd.,DVL,Petrochemicals,17359.75,31-03-2023,7637.15,34.45,6.33,0.53,1.18,12.0,1.5,4.384166667,Investment Worthy,0.039954314,1.3,0.37,0.32,0.45,0.44,1.15,0.11,0.03,0.05,1.96
Dixon Technologies (India) Ltd.,DIXON,Consumer Durables,17359.75,31-03-2023,170419.5,35.46,80.69,15.19,1.16,20.0,2.5,-4.7245,Highly risky,9.071895811,0.0,0.0,0.0,0.0,0.0,157.58,1.61,40.99,43.73,239.51
Dollar Industries Ltd.,DOLLAR,Textiles,17359.75,31-03-2023,19725.87,9.05,38.45,2.75,1.33,15.0,1.8,-1.516111111,Moderately risky,2.451702707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.17,4.51
Donear Industries Ltd.,DONEAR,Textiles,17359.75,31-03-2023,4191.2,6.97,11.57,2.45,1.37,15.0,1.8,0.194555556,Moderately risky,2.022138091,0.02,0.0,0.07,6.44,0.4,0.75,0.89,0.03,0.11,0.76
Ducon Infratechnologies Ltd.,DUCON,IT - Software,17359.75,31-03-2023,1442.67,0.15,37.18,0.96,1.49,30.0,5.0,0.093666667,Moderately risky,0.97416406,0.02,0.0,0.14,1.95,1.82,1.15,2.39,0.26,0.14,1.6
Dynacons Systems & Solutions Ltd.,DSSL,IT - Software,17359.75,31-03-2023,3973.57,26.3,11.9,3.83,1.13,30.0,5.0,3.337333333,Investment Worthy,4.296545503,0.01,0.0,0.03,0.05,0.05,0.11,0.0,0.0,0.37,23.79
Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,18760.68,42.92,64.36,3.66,1.29,17.5,2.5,0.860285714,Non risky,2.514758531,0.09,1.45,2.07,0.49,0.07,0.95,0.06,0.17,1.0,0.87
Edelweiss Financial Services Ltd.,EDELWEISS,Finance,17359.75,31-03-2023,49616.28,25.32,2.08,0.68,1.49,15.0,1.8,3.525555556,Investment Worthy,0.639476676,1.32,0.22,30.13,6.74,11.18,55.39,16.81,7.06,6.96,7.78
Eicher Motors Ltd.,EICHERMOT,Automobile,17359.75,31-03-2023,806456.13,95.88,30.76,6.26,1.15,14.0,1.7,5.558504202,Investment Worthy,4.055082734,7.94,3.96,52.26,84.09,68.5,97.83,47.0,48.61,304.08,24.54
Eimco Elecon (India) Ltd.,EIMCOELECO,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,2054.7,35.28,10.1,0.59,1.15,17.5,2.5,4.564857143,Investment Worthy,1.439481915,0.1,0.01,0.05,0.16,0.51,0.1,0.0,1.21,0.42,0.12
Electrosteel Castings Ltd.,ELECTCAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,19086.83,5.64,5.69,0.45,1.35,16.0,2.0,1.633375,Non risky,1.406320628,0.63,0.44,2.64,3.49,3.23,3.12,0.21,0.07,0.6,6.3
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,138853.69,8.27,52.99,11.36,1.28,17.5,2.5,-5.025,Highly risky,7.54156078,257.02,0.19,0.17,0.08,4.88,4.98,0.05,0.03,33.98,16.89
Emami Ltd.,EMAMILTD,FMCG,17359.75,31-03-2023,158174.33,13.39,26.77,6.99,0.94,30.0,6.0,1.341666667,Non risky,5.895476633,0.45,5.37,9.21,7.31,14.07,28.3,8.41,8.0,60.71,12.78
Emami Paper Mills Ltd.,EMAMIPAP,Paper,17359.75,31-03-2023,6775.89,11.26,9.95,1.49,1.4,13.5,1.6,1.057712963,Non risky,1.64083409,0.08,0.03,0.08,0.05,2.13,2.03,0.46,0.0,0.08,4.51
Emkay Global Financial Services Ltd.,EMKAY,Stock/ Commodity Brokers,17359.75,31-03-2023,1574.51,4.26,15.0,1.04,1.78,17.0,2.2,0.290919786,Moderately risky,0.146145547,0.05,0.79,0.55,0.23,0.31,1.53,0.91,0.05,0.52,10.67
Emmbi Industries Ltd.,EMMBI,Packaging,17359.75,31-03-2023,1373.65,4.7,16.51,0.85,1.49,17.0,2.3,0.639258312,Moderately risky,1.682834448,0.03,0.06,0.23,4.72,3.64,1.75,0.08,0.46,0.04,1.92
Endurance Technologies Ltd.,ENDURANCE,Auto Ancillaries,17359.75,31-03-2023,174654.03,28.58,43.45,5.24,1.0,18.5,2.4,0.326018018,Moderately risky,5.093850684,0.0,0.0,0.0,0.0,30.38,5.15,7.34,1.2,118.25,1.65
Equitas Small Finance Bank Ltd.,EQUITAS,Finance,17359.75,31-03-2023,74518.45,3.65,18.39,1.44,1.12,15.0,1.8,0.219,Moderately risky,0.109790841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.21
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals,17359.75,31-03-2023,77801.16,29.27,19.55,3.51,0.44,25.0,3.5,3.702142857,Investment Worthy,2.907545245,0.0,0.0,0.0,0.0,0.0,0.88,0.59,2.84,6.45,3.28
Esab India Ltd.,ESABINDIA,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,54381.23,85.04,41.54,20.89,1.0,17.5,2.5,-0.225714286,Moderately risky,12.31284923,0.16,0.03,1.77,0.1,1.05,0.32,0.46,1.45,0.87,0.59
Ester Industries Ltd.,ESTER,Packaging,17359.75,31-03-2023,7246.92,19.49,4.46,0.94,1.38,17.0,2.3,2.897951407,Non risky,2.013509441,0.3,0.0,0.22,4.34,1.71,135.05,0.3,0.5,6.61,1.93
Excel Industries Ltd.,EXCEL,IT - Software,17359.75,31-03-2023,9994.33,60.88,13.06,1.01,1.33,30.0,5.0,7.120666667,Investment Worthy,1.183605168,0.17,0.05,8.32,0.3,0.32,2.57,4.83,1.13,0.4,0.67
Exide Industries Ltd.,EXIDEIND,Auto Ancillaries,17359.75,31-03-2023,151257.5,10.53,16.9,1.35,0.96,18.5,2.4,1.616986486,Non risky,1.967353549,44.48,7.85,216.65,53.33,29.04,51.91,25.28,8.9,87.71,72.47
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,17359.75,31-03-2023,12598.77,117.71,10.44,2.69,1.19,30.0,5.0,12.695,Investment Worthy,4.199416776,1.72,0.09,1.11,10.93,1.04,0.4,0.67,0.84,0.6,5.93
Federal Bank Ltd.,FEDERALBNK,Banks,17359.75,31-03-2023,279973.41,13.53,9.78,1.3,1.41,12.5,1.5,1.293933333,Non risky,0.084634523,8.64,21.17,40.79,26.26,26.18,156.33,37.41,107.55,209.45,71.33
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Auto Ancillaries,17359.75,31-03-2023,16995.62,15.91,19.2,1.87,0.9,18.5,2.4,1.873995495,Non risky,2.245543945,1.02,0.4,6.88,0.1,0.63,0.22,0.82,0.0,3.99,0.49
Fiem Industries Ltd.,FIEMIND,Auto Ancillaries,17359.75,31-03-2023,20605.66,106.59,14.69,2.71,1.28,18.5,2.4,10.45577928,Investment Worthy,3.441510903,2.44,4.01,32.57,10.3,1.9,0.95,0.08,18.31,0.31,2.43
Filatex India Ltd.,FILATEX,Textiles,17359.75,31-03-2023,14198.51,2.03,15.79,1.28,1.65,15.0,1.8,-0.210777778,Moderately risky,2.209655629,0.03,0.0,0.01,0.03,3.56,2.35,7.9,0.48,6.08,11.07
Fineotex Chemical Ltd.,FCL,Chemicals,17359.75,31-03-2023,25815.46,4.7,49.57,9.58,1.87,20.0,3.5,-3.615642857,Highly risky,7.463292377,1.28,1.8,1.91,32.9,0.66,26.63,2.14,0.28,2.57,16.88
Finolex Cables Ltd.,FINCABLES,Cables,17359.75,31-03-2023,124278.51,32.81,24.77,3.38,1.26,14.5,1.8,1.43494636,Non risky,3.029393574,6.39,2.86,4.95,0.57,9.02,17.41,0.83,0.55,3.9,3.06
Finolex Industries Ltd.,FINPIPE,Plastic products,17359.75,31-03-2023,105853.36,3.45,49.39,2.19,1.14,15.5,2.0,-2.076451613,Highly risky,1.468743903,22.06,1.59,2.11,4.68,14.06,3.56,0.63,1.53,3.21,43.02
Firstsource Solutions Ltd.,FSL,IT - Software,17359.75,31-03-2023,73532.53,3.56,29.65,3.19,1.36,30.0,5.0,0.369666667,Moderately risky,2.983563205,1.13,32.28,13.38,17.51,18.29,30.36,15.76,3.76,9.6,25.25
Fortis Healthcare Ltd.,FORTIS,Healthcare,17359.75,31-03-2023,196213.62,0.54,480.44,2.19,0.62,22.0,3.0,-20.13418182,Highly risky,1.519550463,3.13,5.24,4.29,15.57,761.51,291.92,2.41,74.54,14.6,20.22
Foseco India Ltd.,FOSECOIND,Chemicals,17359.75,31-03-2023,14044.46,72.79,30.21,5.55,0.86,20.0,3.5,6.322785714,Investment Worthy,4.999768113,1.61,0.05,0.92,0.17,0.0,0.4,0.51,0.69,0.58,0.27
Gabriel India Ltd.,GABRIEL,Auto Ancillaries,17359.75,31-03-2023,19542.76,9.16,14.86,2.25,1.4,18.5,2.4,0.775256757,Non risky,3.598213687,0.18,0.75,25.35,3.81,1.57,4.62,0.19,0.23,1.53,4.09
Gallantt Ispat Ltd.,GALLISPAT,Steel,17359.75,31-03-2023,13427.28,5.84,9.53,0.6,1.02,15.5,1.9,1.633371817,Non risky,1.893779741,8.13,0.03,0.55,0.28,0.31,0.65,0.02,0.01,1.2,0.45
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel,17359.75,31-03-2023,5946.58,38.94,12.57,3.27,0.84,15.5,1.9,3.521979626,Investment Worthy,3.713201242,0.41,0.56,2.14,0.0,0.55,0.89,0.38,0.09,0.06,0.05
Ganesha Ecosphere Ltd.,GANECOS,Textiles,17359.75,31-03-2023,18431.65,33.59,25.14,2.82,1.27,15.0,1.8,1.846333333,Non risky,2.977879472,0.06,0.0,1.71,0.59,0.27,14.83,0.04,0.41,0.44,25.84
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,17359.75,31-03-2023,52166.98,19.05,23.91,3.69,1.04,14.0,1.6,-0.149107143,Moderately risky,0.490359001,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.83,3.0,8.91
Gati Ltd.,GATI,Logistics,17359.75,31-03-2023,13078.08,0.19,529.48,1.88,1.11,18.0,2.2,-28.36110101,Highly risky,2.033772037,0.43,39.26,96.21,25.8,8.34,34.9,2.52,1.02,2.17,27.61
Genus Power Infrastructures Ltd.,GENUSPOWER,Consumer Durables,17359.75,31-03-2023,21818.34,1.35,62.62,2.22,1.5,20.0,2.5,-2.384,Highly risky,3.119644352,0.05,0.07,2.93,13.19,1.35,3.39,0.7,0.21,0.81,2.42
Gillette India Ltd.,GILLETTE,FMCG,17359.75,31-03-2023,140641.06,100.43,42.98,15.74,0.46,30.0,6.0,8.527,Investment Worthy,8.677926322,0.41,1.16,2.55,5.87,1.87,2.55,0.78,2.89,2.38,1.18
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,17359.75,31-03-2023,131123.54,60.41,7.69,0.73,0.96,25.0,3.5,7.564828571,Investment Worthy,0.779063416,53.82,56.37,18.15,81.7,14.73,35.84,9.71,26.6,63.9,22.18
Globus Spirits Ltd.,GLOBUSSPR,Alcoholic Beverages,17359.75,31-03-2023,22368.21,41.78,18.59,2.52,1.26,20.0,3.0,4.1485,Investment Worthy,2.630295917,0.57,1.23,1.48,0.53,0.98,0.67,0.38,0.32,4.02,11.48
Godfrey Phillips India Ltd.,GFLLIMITED,Finance,17359.75,31-03-2023,94615.94,117.01,15.55,2.97,0.96,15.0,1.8,11.05433333,Investment Worthy,2.327950071,0.13,0.3,2.3,25.64,6.52,19.09,3.75,19.03,3.19,2.03
Godrej Agrovet Ltd.,GODREJAGRO,Miscellaneous,17359.75,31-03-2023,79304.8,11.84,34.85,3.81,0.84,18.5,2.5,-0.063783784,Moderately risky,3.03551916,0.0,0.0,0.0,0.0,0.0,11.87,5.73,2.17,4.4,2.42
Godrej Consumer Products Ltd.,GODREJCP,FMCG,17359.75,31-03-2023,990122.47,15.07,64.24,10.57,0.77,30.0,6.0,-0.166,Moderately risky,4.968237269,40.15,10.65,5.77,14.8,15.44,25.08,49.13,30.25,33.87,13.48
Godrej Industries Ltd.,GODREJIND,Chemicals,17359.75,31-03-2023,135951.36,6.91,58.46,7.92,0.95,20.0,3.5,-2.444857143,Highly risky,-0.616911062,28.94,10.01,13.34,9.1,2.56,16.75,7.52,1.14,8.63,3.5
Gokaldas Exports Ltd.,GOKEX,Readymade Garments/ Apparells,17359.75,31-03-2023,21565.77,27.75,12.83,2.42,1.21,18.0,2.5,2.884222222,Non risky,3.960995337,0.01,0.03,0.54,0.97,3.07,3.11,0.38,0.39,1.97,19.97
Goldiam International Ltd.,GOLDIAM,"Diamond, Gems and Jewellery",17359.75,31-03-2023,14003.24,5.22,24.62,5.21,1.25,20.0,3.5,-0.447571429,Moderately risky,3.376097575,0.02,0.02,0.1,0.28,0.3,0.36,0.04,1.29,0.48,2.44
Granules India Ltd.,GRANULES,Pharmaceuticals,17359.75,31-03-2023,70361.83,20.54,14.15,2.61,0.98,25.0,3.5,2.762285714,Non risky,2.292671213,2.62,8.32,20.95,23.99,14.21,18.74,12.05,7.06,27.83,24.69
Gravita India Ltd.,GRAVITA,Non Ferrous Metals,17359.75,31-03-2023,33459.23,15.08,32.14,10.85,1.32,14.0,1.5,-6.341047619,Highly risky,7.291793135,22.98,13.54,0.37,0.33,2.54,15.08,0.1,0.95,3.3,18.85
Greaves Cotton Ltd.,GREAVESCOT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,29199.3,4.42,28.53,2.79,1.41,17.5,2.5,-0.714285714,Moderately risky,2.375016222,12.93,0.52,4.61,1.1,7.67,12.03,5.67,1.67,11.43,33.99
Greenpanel Industries Ltd.,GREENPANEL,Miscellaneous,17359.75,31-03-2023,33360.78,18.33,14.84,2.78,1.23,18.5,2.5,1.688837838,Non risky,2.973744022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.93,27.75
Greenply Industries Ltd.,GREENPLY,Miscellaneous,17359.75,31-03-2023,17073.68,6.43,21.63,2.72,1.34,18.5,2.5,0.045810811,Moderately risky,3.241651201,0.54,0.17,0.01,0.5,0.19,0.93,0.67,0.07,3.34,4.99
Grindwell Norton Ltd.,GRINDWELL,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,207976.45,31.55,59.54,11.65,0.74,17.5,2.5,-2.647285714,Highly risky,4.922147535,0.0,0.02,3.05,0.28,0.2,1.82,0.33,1.53,1.89,2.21
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals,17359.75,31-03-2023,18070.46,8.22,22.67,5.2,1.23,25.0,3.5,0.199485714,Moderately risky,5.353311447,0.13,0.01,0.21,3.51,30.78,6.9,0.23,0.9,0.95,13.62
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Chemicals,17359.75,31-03-2023,42971.62,78.39,7.46,0.67,1.37,20.0,3.5,8.904571429,Investment Worthy,0.935848273,6.77,3.41,4.93,0.29,19.58,8.25,2.94,0.91,5.58,19.35
Gujarat Ambuja Exports Ltd.,GAEL,Edible Oil,17359.75,31-03-2023,53286.06,14.4,16.14,2.18,1.14,15.0,1.7,0.941647059,Non risky,3.032131451,0.8,0.21,0.44,0.52,1.85,16.41,2.56,1.64,5.06,61.98
Gujarat Gas Ltd.,GUJGASLTD,Miscellaneous,17359.75,31-03-2023,316384.1,22.16,20.74,4.53,0.79,18.5,2.5,1.492918919,Non risky,3.493569883,0.0,0.0,0.0,12.04,6.96,3.11,0.52,10.45,11.92,10.42
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,Fertilizers,17359.75,31-03-2023,79162.56,91.3,5.58,0.88,1.35,12.0,1.4,9.686428571,Investment Worthy,0.738924965,2.97,1.05,0.68,4.99,38.43,110.27,38.11,5.62,21.41,74.55
Gujarat Pipavav Port Ltd.,GPPL,Marine Port & Services,17359.75,31-03-2023,56296.58,6.81,17.09,2.71,0.75,18.0,2.5,0.897555556,Non risky,1.310556091,0.22,1.28,43.91,21.98,3.54,5.02,70.6,0.35,2.59,4.35
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,17359.75,31-03-2023,47418.83,31.78,3.74,0.4,1.45,12.0,1.4,4.130619048,Investment Worthy,1.070793053,3.84,0.88,38.84,5.13,24.62,50.34,14.64,9.86,6.41,18.72
Gujarat State Petronet Ltd.,GSPL,Gas Distribution,17359.75,31-03-2023,149516.01,16.75,15.82,1.61,0.85,15.0,1.8,1.875888889,Non risky,0.246035613,5.23,2.44,43.58,3.53,5.6,7.03,3.71,6.45,10.34,32.66
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Chemicals,17359.75,31-03-2023,19824.96,47.03,8.6,1.68,0.66,20.0,3.5,6.133,Investment Worthy,2.385023375,0.0,0.0,9.2,1.03,0.45,0.59,0.43,0.06,0.93,3.01
Gulshan Polyols Ltd.,GULPOLY,Chemicals,17359.75,31-03-2023,10514.64,8.73,23.18,1.83,1.36,20.0,3.5,0.831142857,Non risky,1.848548354,0.12,0.08,0.31,0.47,0.31,1.15,0.0,0.03,2.59,8.52
Harrisons Malayalam Ltd.,HARRMALAYA,Plantation & Plantation Products,17359.75,31-03-2023,1978.42,9.63,11.13,1.27,1.14,16.0,2.0,1.492375,Non risky,1.149915003,0.68,0.2,0.5,2.83,2.07,0.9,3.78,1.14,0.68,1.53
Hathway Cable & Datacom Ltd.,HATHWAY,Entertainment,17359.75,31-03-2023,22922.85,0.43,29.92,0.51,1.0,25.0,4.0,0.7187,Moderately risky,0.4569439,7.04,0.47,6.1,0.33,0.46,12.25,0.72,0.41,1.56,16.23
Havells India Ltd.,HAVELLS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,744606.82,17.21,69.07,11.26,1.11,18.5,2.3,-5.018165687,Highly risky,5.882983489,9.92,11.46,57.62,22.97,45.74,12176.28,40.65,83.72,1196.66,42.61
Heidelberg Cement India Ltd.,HEIDELBERG,Cement,17359.75,31-03-2023,36473.38,4.38,36.78,2.5,1.03,17.5,2.5,-0.693714286,Moderately risky,1.405680739,1.95,0.86,8.11,18.4,1.61,9.68,1.78,3.97,10.73,2.24
Hercules Hoists Ltd.,HERCULES,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,5708.8,5.34,33.42,0.8,1.34,17.5,2.5,-0.035714286,Moderately risky,1.277618895,0.43,1.51,1.62,0.17,3.77,0.4,0.17,0.07,0.25,1.12
Hester Biosciences Ltd.,HESTERBIO,Pharmaceuticals,17359.75,31-03-2023,12954.25,37.99,40.08,4.43,0.72,25.0,3.5,3.210085714,Investment Worthy,2.175789051,0.12,0.48,0.85,0.97,0.31,4.58,0.97,0.14,0.59,5.95
Hi-Tech Pipes Ltd.,HITECH,Steel,17359.75,31-03-2023,10205.71,2.77,28.81,3.64,1.53,15.5,1.9,-2.027499151,Highly risky,4.246823975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
Hindalco Industries Ltd.,HINDALCO,Non Ferrous Metals,17359.75,31-03-2023,910900.33,14.22,28.51,1.56,1.59,14.0,1.5,-0.244428571,Moderately risky,1.40371127,139.79,47.33,175.85,100.9,147.63,262.95,53.59,36.03,261.84,90.8
Hindustan Copper Ltd.,HINDCOPPER,Non Ferrous Metals,17359.75,31-03-2023,95106.81,3.05,32.21,4.54,1.65,14.0,1.5,-3.672380952,Highly risky,3.107296567,8.09,2.97,4.67,1.95,10.1,50.46,5.97,2.27,31.19,39.58
Hindustan Unilever Ltd.,HINDUNILVR,FMCG,17359.75,31-03-2023,6015775.99,41.42,61.81,11.98,0.48,30.0,6.0,2.605,Non risky,5.693091997,45.39,33.9,79.57,70.39,135.42,113.83,108.91,89.17,481.8,332.15
Hindustan Zinc Ltd.,HINDZINC,Non Ferrous Metals,17359.75,31-03-2023,1239497.33,24.76,11.85,9.58,0.83,14.0,1.5,-2.587095238,Highly risky,1.977933717,7.12,13.52,27.98,18.44,55.14,69.05,5.33,7.0,46.16,7.62
Honeywell Automation India Ltd.,HONAUT,Consumer Durables,17359.75,31-03-2023,321700.58,442.67,82.19,10.09,0.92,20.0,2.5,38.2015,Investment Worthy,4.025546206,0.77,0.8,1.09,0.2,0.05,0.85,0.64,0.22,4.52,8.3
Ind-Swift Laboratories Ltd.,INDSWFTLAB,Pharmaceuticals,17359.75,31-03-2023,3261.59,11.74,4.7,0.68,0.66,25.0,3.5,3.131714286,Non risky,1.098361075,1.34,0.06,0.26,4.98,0.57,0.45,0.05,0.03,1.07,1.16
Indbank Merchant Banking Services Ltd.,INDBANK,Stock/ Commodity Brokers,17359.75,31-03-2023,936.38,0.1,208.08,1.26,1.64,17.0,2.2,-11.44272727,Highly risky,0.776882713,0.02,0.01,0.83,0.01,0.03,2.26,0.05,0.0,0.02,0.17
India Glycols Ltd.,INDIAGLYCO,Chemicals,17359.75,31-03-2023,19028.94,28.25,21.75,1.2,1.44,20.0,3.5,2.954642857,Non risky,1.917035448,8.49,1.03,1.97,0.53,5.27,25.78,4.34,3.87,4.39,9.12
India Nippon Electricals Ltd.,INDNIPPON,Auto Ancillaries,17359.75,31-03-2023,7474.12,27.98,11.81,1.33,1.29,18.5,2.4,3.315454955,Investment Worthy,2.026729626,0.02,0.03,0.42,2.1,0.77,3.91,0.37,0.64,0.1,3.29
Indian Bank,INDIANB,Banks,17359.75,31-03-2023,359372.04,24.93,11.58,0.86,1.68,12.5,1.5,2.313266667,Non risky,-0.034042398,1.46,18.93,7.49,1.54,21.57,32.82,22.57,7.78,20.67,119.5
Indian Energy Exchange Ltd.,IEX,Miscellaneous,17359.75,31-03-2023,114092.09,3.28,39.01,14.54,0.92,18.5,2.5,-5.516648649,Highly risky,5.005359692,0.0,0.0,0.0,0.0,0.0,1.43,0.26,8.58,18.14,211.34
Indian Metals & Ferro Alloys Ltd.,IMFA,Mining & Mineral products,17359.75,31-03-2023,15374.22,49.2,5.79,0.83,1.4,15.0,2.0,5.719,Investment Worthy,1.355870773,1.01,0.07,0.19,0.15,2.76,9.83,0.94,0.14,3.94,4.52
Indian Overseas Bank,IOB,Banks,17359.75,31-03-2023,424359.16,0.86,26.16,1.89,1.18,12.5,1.5,-1.4468,Moderately risky,0.114487329,16.0,6.4,19.11,3.73,0.84,1.24,0.54,0.73,3.73,23.31
